"Title","Year","Make","Model","Price","Sold","VIN","LicensePlate","Color","InventoryDate"
"2024 Volvo V40","2,024","Volvo","V40","17,743","1","WAUR2AFD3DN112413","X4F 9D8","Yellow","2/15/2019"
"2006 Hyundai Veracruz","2,006","Hyundai","Veracruz","11,890","0","2G4WE567251681556","H7N 6I5","White","2/9/2019"
"2005 Jaguar X-Type","2,005","Jaguar","X-Type","19,146","1","1G6KF54912U873106","D5P 7J4","Red","11/1/2019"
"2011 Subaru BRZ","2,011","Subaru","BRZ","20,890","1","5FPYK1F52EB091763","U0V 8Y5","Silver","7/14/2018"
"2021 Volvo 850","2,021","Volvo","850","14,758","1","JH4DC44661S014729","Z8L 1T2","Black","3/26/2018"
"2017 Mercury Tracer","2,017","Mercury","Tracer","11,262","1","5J8TB4H7XGL696764","H9C 0B1","White","9/9/2018"
"2021 GMC Savana 3500","2,021","GMC","Savana 3500","14,904","1","2B3CK8CT7AH278503","R3T 2F3","Red","5/11/2019"
"2017 Mercury Topaz","2,017","Mercury","Topaz","21,253","0","SCFBB03C89G634560","C8U 0G8","Silver","11/27/2018"
"2021 Mazda Millenia","2,021","Mazda","Millenia","15,484","1","3D7JV1EP6AG277966","Q4S 9T8","White","11/8/2018"
"2022 Buick Riviera","2,022","Buick","Riviera","17,706","0","WBA3N9C52EF303633","D1M 4V2","Gray","11/23/2020"
"2025 Honda Prelude","2,025","Honda","Prelude","10,304","1","WAUDV74F88N442224","A0O 4U4","Black","4/22/2020"
"2005 Lincoln MKZ","2,005","Lincoln","MKZ","14,960","0","WA1LFBFP9BA009802","Q7E 7X3","Gray","8/23/2020"
"2008 Honda Insight","2,008","Honda","Insight","15,497","0","4T1BF1FK8CU866981","F8H 3W5","Gray","8/7/2018"
"2017 Chevrolet G-Series G20","2,017","Chevrolet","G-Series G20","19,626","0","WAUWKAFR9AA192110","X7U 5Y1","Black","9/2/2019"
"2011 Ford Taurus","2,011","Ford","Taurus","18,532","1","1G6KD54Y13U813650","H8Q 1E2","Black","11/20/2020"
"2014 Honda Accord","2,014","Honda","Accord","19,568","1","WVGAV7AX9CW163267","E3H 7F4","Black","1/14/2020"
"2021 Oldsmobile 88","2,021","Oldsmobile","88","21,251","1","KNAFU6A29D5555357","T6J 4D2","Silver","3/14/2019"
"2013 Maserati 228","2,013","Maserati","228","16,518","0","KM8JT3AB1BU311246","W4M 5O4","Black","5/27/2019"
"2019 Volkswagen Golf III","2,019","Volkswagen","Golf III","11,977","0","1NXBU4EE2AZ330513","P8D 1A3","Gray","7/1/2018"
"2006 Buick Lucerne","2,006","Buick","Lucerne","11,783","0","1C3CDFBB5ED284474","O8V 1V5","White","7/3/2020"
"2012 Ford Escort","2,012","Ford","Escort","23,403","1","1N6AD0CU1AC898676","O5Q 4B8","White","10/17/2018"
"2016 Pontiac Firebird","2,016","Pontiac","Firebird","16,585","1","WP0AD2A78EL526902","Z8H 9U0","Black","1/27/2019"
"2016 Toyota Celica","2,016","Toyota","Celica","18,093","0","1G6DF8E57E0466683","C7F 0H4","Silver","11/22/2020"
"2009 Maybach Landaulet","2,009","Maybach","Landaulet","11,790","1","WAUET48H05K371666","S3K 2H8","Blue","6/29/2020"
"2025 GMC Safari","2,025","GMC","Safari","23,277","0","JN1AZ4EH1DM412123","B6H 2R9","White","4/17/2019"
"2020 Pontiac Grand Prix","2,020","Pontiac","Grand Prix","17,264","1","TRUTC28N341199924","E6E 7B2","Silver","9/12/2018"
"2020 Chrysler Concorde","2,020","Chrysler","Concorde","13,718","1","SCFEBBAC4AG535086","V8H 3P7","Black","3/31/2018"
"2019 Oldsmobile Silhouette","2,019","Oldsmobile","Silhouette","18,830","1","5FRYD4H4XFB311935","B7C 6W8","White","7/2/2019"
"2011 Porsche 924 S","2,011","Porsche","924 S","12,708","1","5N1BA0ND6FN452981","W9P 2R3","White","11/16/2019"
"2005 Jeep Compass","2,005","Jeep","Compass","24,532","1","1G6EC12962B374444","T9O 5I4","Gray","10/19/2020"
"2006 Ford Fusion","2,006","Ford","Fusion","17,363","0","1GT022CG1EF893704","L7K 9P1","Blue","4/14/2019"
"2002 Porsche Carrera GT","2,002","Porsche","Carrera GT","11,417","1","KM8JT3AB7CU382663","X2J 2Z8","Blue","5/22/2018"
"2012 Buick Riviera","2,012","Buick","Riviera","15,210","1","WAUVC68EX5A093205","A8H 7Z8","Blue","10/6/2020"
"2021 Ford Aerostar","2,021","Ford","Aerostar","10,509","0","WBAUC73508V264453","M0H 2S2","Silver","1/9/2019"
"2017 Hyundai Excel","2,017","Hyundai","Excel","19,409","1","5TDBKRFH3FS172002","R5S 7R9","White","5/22/2020"
"2001 Lexus LS","2,001","Lexus","LS","14,867","1","5N1AA0NC1EN698659","T5U 4O7","Yellow","8/19/2019"
"2022 Suzuki Swift","2,022","Suzuki","Swift","14,417","1","WBAYA8C50FD083692","P7G 7P3","Gray","9/16/2020"
"2001 Lexus SC","2,001","Lexus","SC","21,306","1","WAUAGAFDXDN090411","R4G 5Y9","White","5/22/2019"
"2001 Dodge Stratus","2,001","Dodge","Stratus","15,723","0","WAUEH98E48A665716","O4U 1H5","Blue","9/4/2018"
"2018 GMC Vandura 3500","2,018","GMC","Vandura 3500","10,828","0","4JGDA0EB7FA820518","E7M 2F0","White","9/3/2019"
"2024 Nissan Pathfinder","2,024","Nissan","Pathfinder","19,875","1","KNAFZ6A33F5181308","R2H 4W9","White","7/27/2018"
"2001 Chevrolet Silverado 1500","2,001","Chevrolet","Silverado 1500","17,911","0","NM0GE9E72F1394501","U1V 6N8","White","8/17/2018"
"2002 GMC Yukon XL 2500","2,002","GMC","Yukon XL 2500","20,464","1","3LN6L2G91DR514782","S3V 5X1","Black","11/7/2018"
"2006 Mercury Grand Marquis","2,006","Mercury","Grand Marquis","18,693","1","WAUAGAFD8EN443679","O1B 3L1","Gray","1/20/2020"
"2009 Lotus Elise","2,009","Lotus","Elise","11,822","0","4T1BF3EK9AU824975","L7E 3R2","Gray","6/25/2018"
"2007 Audi TT","2,007","Audi","TT","13,192","0","KL4CJHSB4FB317892","O1I 5C7","Black","6/16/2019"
"2025 Audi TT","2,025","Audi","TT","18,030","0","JM1NC2EF9A0955113","W0N 7G4","Gray","3/19/2018"
"2005 Bentley Azure","2,005","Bentley","Azure","11,045","1","WAUGU54D91N251159","B5L 1T5","Red","5/22/2018"
"2016 Subaru Alcyone SVX","2,016","Subaru","Alcyone SVX","18,394","0","4T1BD1FK1EU591835","N2H 1D9","Silver","2/10/2019"
"2008 Lexus LX","2,008","Lexus","LX","17,286","0","5UXFG8C51BL407272","Z1S 7G0","White","5/22/2019"
"2003 Cadillac Escalade ESV","2,003","Cadillac","Escalade ESV","16,771","1","SCFFDAAE2CG056839","P8O 5B6","White","4/16/2018"
"2000 BMW 745","2,000","BMW","745","11,628","1","2G4WB52K021901887","V1S 5Y9","Black","11/12/2019"
"2005 Audi A8","2,005","Audi","A8","24,182","1","19UYA42662A933991","T4N 7W7","Black","10/27/2019"
"2015 Maserati Spyder","2,015","Maserati","Spyder","20,882","0","1C4SDHCT1CC273274","T1B 7R7","White","12/6/2018"
"2006 Kia Rio","2,006","Kia","Rio","12,859","1","WA1YD54B94N556312","U6Y 6Y9","White","12/8/2020"
"2025 Mercedes-Benz SL-Class","2,025","Mercedes-Benz","SL-Class","12,032","0","SCFAD02E29G339933","A4B 9I5","Black","11/30/2020"
"2021 Mercedes-Benz SL-Class","2,021","Mercedes-Benz","SL-Class","18,399","1","5NPEB4AC3BH418350","R6V 0N4","Blue","7/7/2020"
"2008 Acura RL","2,008","Acura","RL","20,993","0","JTDBT4K37C1220524","X7N 8T3","White","9/23/2020"
"2010 Buick Regal","2,010","Buick","Regal","23,734","1","1FBSS3BL1AD566188","K3I 8A4","Red","3/18/2020"
"2017 Hyundai Sonata","2,017","Hyundai","Sonata","24,330","1","WBA3F9C54DF559736","Z6Z 9A0","Red","4/13/2020"
"2003 Lexus IS","2,003","Lexus","IS","11,368","1","WAUDF98EX8A191627","C0T 3M0","Black","10/30/2018"
"2001 Pontiac Grand Prix","2,001","Pontiac","Grand Prix","13,345","1","5TDDK3DC4ES495034","K4Q 1L4","Black","5/19/2020"
"2023 Subaru Impreza","2,023","Subaru","Impreza","19,973","1","WBA3B5C57EF116793","I7F 8P2","White","2/19/2019"
"2001 Mitsubishi Pajero","2,001","Mitsubishi","Pajero","19,468","1","1N6AD0CW4EN618048","E6I 1N2","Gray","6/10/2020"
"2023 Acura Integra","2,023","Acura","Integra","23,251","0","JN8AZ1MU8AW990119","K2I 5C6","Silver","12/7/2020"
"2005 Nissan Maxima","2,005","Nissan","Maxima","24,535","1","JN1CV6EK3CM046286","D3R 7G5","Silver","11/16/2020"
"2013 Porsche 928","2,013","Porsche","928","12,827","0","1ZVBP8AM4C5137774","K8H 2I1","Silver","6/22/2018"
"2009 Lincoln Continental Mark VII","2,009","Lincoln","Continental Mark VII","16,822","1","5N1AN0NW2DN578804","Q5C 0N4","Blue","2/24/2020"
"2011 Ford LTD Crown Victoria","2,011","Ford","LTD Crown Victoria","13,771","1","WAUDG94F85N397559","R9U 1R9","White","7/14/2018"
"2010 Audi R8","2,010","Audi","R8","22,157","1","1ZVBP8AM1B5831952","C2J 9G8","Black","5/6/2020"
"2011 Buick Skyhawk","2,011","Buick","Skyhawk","11,100","1","WBADX7C57DP577356","J5Z 7L1","White","3/4/2019"
"2019 Oldsmobile Silhouette","2,019","Oldsmobile","Silhouette","18,986","1","5N1AA0NC6DN246236","H4J 9Q9","Gray","8/9/2019"
"2001 Lincoln Blackwood","2,001","Lincoln","Blackwood","16,700","1","5N1AR2MM2FC466695","H3D 3C3","Black","2/4/2019"
"2016 Isuzu Trooper","2,016","Isuzu","Trooper","10,108","0","2G4WB55K441910557","P5W 8R8","Blue","2/20/2018"
"2017 Dodge Dynasty","2,017","Dodge","Dynasty","21,545","0","JTMHY7AJ2B4297098","C7N 6S9","Silver","2/16/2018"
"2017 GMC Suburban 1500","2,017","GMC","Suburban 1500","15,882","0","JHMFA3F2XBS790320","G1V 1X3","Black","4/7/2019"
"2017 Chrysler Town & Country","2,017","Chrysler","Town & Country","15,490","1","WAUVC68EX5A871390","I6W 2E0","Black","6/24/2019"
"2024 GMC Sonoma","2,024","GMC","Sonoma","11,286","0","3MZBM1U72EM360351","V1X 3H3","Red","2/2/2018"
"2022 Chevrolet Astro","2,022","Chevrolet","Astro","24,708","1","1G4GD5G39FF552114","G6A 1J8","White","10/5/2020"
"2025 Ford Excursion","2,025","Ford","Excursion","19,245","1","WBANW5C58AC459959","L5X 5I8","Silver","2/11/2018"
"2005 Chevrolet Silverado 2500","2,005","Chevrolet","Silverado 2500","22,587","0","JH4DB75501S590620","U6D 3N4","Gray","5/14/2020"
"2006 Infiniti QX56","2,006","Infiniti","QX56","10,514","1","WA1VMAFE7AD329883","C1P 1S9","Black","3/21/2019"
"2010 Pontiac Firebird Trans Am","2,010","Pontiac","Firebird Trans Am","24,948","0","3N1BC1AP8BL686623","R4U 5X6","Silver","6/4/2020"
"2004 Hyundai Accent","2,004","Hyundai","Accent","16,409","1","WAUAT48H05K610440","R4W 4U2","Black","6/2/2020"
"2017 Chevrolet Sportvan G20","2,017","Chevrolet","Sportvan G20","11,935","1","3GYFNGE36CS961152","W1B 2K2","White","12/15/2020"
"2016 GMC Vandura 2500","2,016","GMC","Vandura 2500","19,494","1","WBAFU9C50CD276389","K3I 0E6","Silver","9/13/2018"
"2020 Cadillac Eldorado","2,020","Cadillac","Eldorado","24,085","1","YV1982BW8A1334876","T7Y 2P4","Green","10/29/2020"
"2001 Hyundai Accent","2,001","Hyundai","Accent","19,057","0","WBA5B1C53FG220193","E2N 0M6","Gray","5/17/2018"
"2015 Volkswagen Cabriolet","2,015","Volkswagen","Cabriolet","22,229","1","4JGBB9FB7AA338695","X2C 7G4","Gray","8/9/2019"
"2000 Nissan Maxima","2,000","Nissan","Maxima","11,072","1","5GADV23147D492524","D5M 8X0","White","9/12/2018"
"2010 Ford Laser","2,010","Ford","Laser","14,522","1","JTHBL1EF4E5372470","Z6U 2V8","Red","11/12/2020"
"2019 Plymouth Grand Voyager","2,019","Plymouth","Grand Voyager","12,511","0","SALME1D41BA611148","G2H 0K4","Silver","10/15/2019"
"2013 Acura Legend","2,013","Acura","Legend","23,840","1","JM1GJ1T60E1985158","S8B 8W6","Black","9/13/2019"
"2017 Ford Econoline E350","2,017","Ford","Econoline E350","16,455","0","WBAVB77528N455079","M0Z 0B0","Gray","7/2/2018"
"2010 Porsche Panamera","2,010","Porsche","Panamera","19,640","0","WAUGN94F97N045600","B9W 0R0","Red","4/1/2018"
"2010 Toyota 4Runner","2,010","Toyota","4Runner","21,252","0","WBA3B1C53EP341652","F5N 5U5","Red","7/11/2018"
"2014 Mercedes-Benz W201","2,014","Mercedes-Benz","W201","23,679","1","WAUDV94F59N734281","W4H 6U1","White","9/18/2018"
"2009 Honda Civic","2,009","Honda","Civic","15,624","1","WBAEV33414K475946","Q1Q 0Y1","Red","11/27/2020"
"2017 Hyundai Sonata","2,017","Hyundai","Sonata","17,620","0","JTEBU5JR3A5516411","O7A 4X9","Gray","12/22/2018"
"2017 Mercedes-Benz C-Class","2,017","Mercedes-Benz","C-Class","11,223","0","WVWAB7AJ6DW929286","N1B 9D8","Gray","9/20/2019"
"2007 Chrysler PT Cruiser","2,007","Chrysler","PT Cruiser","19,783","1","1C4RJEAG0FC067668","M5K 7G2","Black","1/22/2019"
"2000 Chevrolet Express 1500","2,000","Chevrolet","Express 1500","16,952","0","WAUDG68E85A199734","P6A 5N7","White","7/4/2020"
"2022 Chevrolet Express 1500","2,022","Chevrolet","Express 1500","13,611","1","WBAUP9C51BV655103","B7Z 5D4","Silver","6/12/2018"
"2007 BMW 600","2,007","BMW","600","21,095","0","WAULC58E03A118742","J2K 2G1","Black","5/29/2018"
"2016 Mitsubishi Expo","2,016","Mitsubishi","Expo","15,332","1","5GADV23W47D820830","S2T 6V6","White","1/16/2020"
"2008 Chrysler Sebring","2,008","Chrysler","Sebring","24,394","1","1FTEX1CM0BF625095","V6N 2W6","Blue","2/17/2018"
"2009 Toyota FJ Cruiser","2,009","Toyota","FJ Cruiser","14,499","1","1G6KD57YX9U523007","L8Y 6C9","White","6/22/2019"
"2017 Mitsubishi Mighty Max Macro","2,017","Mitsubishi","Mighty Max Macro","15,309","1","3C3CFFCR9FT331846","Z8S 3M7","Red","8/22/2020"
"2007 Maserati GranTurismo","2,007","Maserati","GranTurismo","11,725","1","SAJWJ1CD5F8101333","Y5M 6U9","Blue","2/14/2019"
"2011 Buick Electra","2,011","Buick","Electra","17,030","1","WDDHF5KB0EA714540","O0J 7R4","White","12/22/2020"
"2022 Buick Century","2,022","Buick","Century","19,276","1","5NPEB4AC9EH270211","R2P 7H7","White","2/22/2018"
"2018 Mercedes-Benz SL-Class","2,018","Mercedes-Benz","SL-Class","16,667","0","1GD02XEG6FZ149117","R5I 6Y0","Silver","8/18/2018"
"2009 Bentley Continental Flying Spur","2,009","Bentley","Continental Flying Spur","13,804","0","3C63D3HL1CG506428","W8L 5R5","Black","7/29/2018"
"2009 Volkswagen Jetta","2,009","Volkswagen","Jetta","12,706","1","1ZVBP8AN2A5660135","L9W 7O4","Blue","9/2/2019"
"2004 Subaru Outback","2,004","Subaru","Outback","18,664","0","SCFAD02E89G557827","C7U 6B5","Silver","6/5/2020"
"2006 Nissan Pathfinder","2,006","Nissan","Pathfinder","13,372","0","WBANF33546B096271","X0T 7J5","Black","7/5/2020"
"2006 Dodge Challenger","2,006","Dodge","Challenger","15,260","1","1GYS4BEF3ER532412","V5U 4J9","Orange","10/19/2018"
"2021 Suzuki X-90","2,021","Suzuki","X-90","10,465","1","2G4WF551621014298","N4U 3E8","Black","12/20/2018"
"2018 Lotus Esprit","2,018","Lotus","Esprit","17,366","0","KNDMB5C17F6089133","A8Y 0N0","Black","5/28/2019"
"2020 Dodge Ram 1500","2,020","Dodge","Ram 1500","13,931","0","2G61W5S87E9800460","V8Y 0C6","Black","5/15/2019"
"2001 Buick Regal","2,001","Buick","Regal","13,627","0","WAUAF68E25A022165","M1N 8K8","White","8/20/2019"
"2019 Volkswagen Passat","2,019","Volkswagen","Passat","19,309","1","5NPDH4AE6CH606261","Z6T 0A7","Silver","11/21/2019"
"2008 Mercedes-Benz E-Class","2,008","Mercedes-Benz","E-Class","23,316","0","WBS3C9C54FJ834011","Z4F 9X5","Gray","11/1/2019"
"2025 Suzuki XL-7","2,025","Suzuki","XL-7","17,643","0","1N6AA0EC1DN297483","K5G 2U5","White","2/9/2020"
"2010 Mercedes-Benz S-Class","2,010","Mercedes-Benz","S-Class","15,972","0","3LN6L2LU3FR998547","K5T 9J8","Gray","1/29/2019"
"2001 Ford Crown Victoria","2,001","Ford","Crown Victoria","13,096","0","5UXWX7C57F0830231","Y3L 1R0","Black","6/13/2020"
"2017 Dodge Daytona","2,017","Dodge","Daytona","15,954","1","WAUDFAFC5EN007959","L9A 3D6","Black","11/1/2020"
"2011 Ford Focus ST","2,011","Ford","Focus ST","12,766","1","JM3TB2CA3D0015337","H5X 7K7","White","9/26/2018"
"2004 Pontiac Torrent","2,004","Pontiac","Torrent","20,398","1","WAULC68E54A313923","K1I 4Q9","Blue","8/12/2019"
"2018 Audi 90","2,018","Audi","90","10,135","0","5LMJJ3H55DE281586","T4Y 2Z3","Silver","12/8/2018"
"2006 Buick Enclave","2,006","Buick","Enclave","18,481","1","WAUFFAFL6AN090918","V1N 3E4","White","1/6/2018"
"2013 Mitsubishi Galant","2,013","Mitsubishi","Galant","17,181","0","2HNYD18276H768625","G1S 5I7","Silver","4/4/2019"
"2000 Jeep Wrangler","2,000","Jeep","Wrangler","15,886","0","3VW1K7AJ0DM626288","G1P 5L3","White","11/25/2019"
"2021 Dodge Ram 2500 Club","2,021","Dodge","Ram 2500 Club","17,693","0","5GADT13S942603634","V8E 2C8","Silver","7/29/2019"
"2015 Honda Accord","2,015","Honda","Accord","23,672","0","YV126MFD0F1896970","B9I 2F8","Silver","1/16/2020"
"2018 Ford Econoline E350","2,018","Ford","Econoline E350","15,095","0","JM1BL1K59B1590663","Y8T 8I5","Blue","11/20/2020"
"2018 Cadillac Fleetwood","2,018","Cadillac","Fleetwood","10,320","0","19UUA56641A220102","P0Y 4C4","Silver","8/9/2020"
"2013 Lamborghini Countach","2,013","Lamborghini","Countach","16,826","1","1G6DH5EG3A0405724","P0Q 0Y2","Gray","3/14/2018"
"2018 Isuzu Trooper","2,018","Isuzu","Trooper","14,079","1","2HNYD28718H870197","O1W 8L9","White","7/5/2018"
"2000 Chevrolet Impala","2,000","Chevrolet","Impala","20,754","1","JN8AE2KP9F9514966","M2C 8L2","Blue","1/7/2019"
"2010 Subaru Impreza","2,010","Subaru","Impreza","21,606","1","1GYS4CEF0DR269400","R2F 6X7","Gray","4/11/2020"
"2009 Nissan 370Z","2,009","Nissan","370Z","17,830","0","1N6AD0CW6FN309389","V5B 6D2","Gray","8/24/2020"
"2016 Ford Bronco","2,016","Ford","Bronco","13,373","0","JH4CU2E83EC374103","C4F 3B1","Black","7/23/2020"
"2003 Chevrolet Astro","2,003","Chevrolet","Astro","13,548","1","SCBGU3ZA2EC271182","O0Q 7Q7","Green","6/9/2019"
"2018 GMC 1500 Club Coupe","2,018","GMC","1500 Club Coupe","13,806","0","WAUUL98E06A163728","T1H 2J8","White","5/12/2020"
"2002 GMC Envoy XL","2,002","GMC","Envoy XL","22,263","1","5FNRL5H24EB817207","U1T 9G6","Black","3/4/2018"
"2004 Audi A6","2,004","Audi","A6","11,873","1","3GYVKMEFXAG269358","E0S 6U3","Silver","2/18/2018"
"2002 Honda Accord","2,002","Honda","Accord","15,446","0","1G6AF5SX0E0328328","G6Q 0S6","Gray","10/24/2018"
"2003 Acura NSX","2,003","Acura","NSX","10,454","0","1G6DJ5ED3B0185965","C4M 5O1","Blue","5/2/2018"
"2001 Toyota Prius","2,001","Toyota","Prius","21,087","0","3C4PDCAB4CT502781","E0N 8J3","Black","2/3/2020"
"2000 Mitsubishi Challenger","2,000","Mitsubishi","Challenger","11,150","1","1N4AL2APXBC533323","H8S 2S1","White","6/27/2019"
"2017 Hyundai Excel","2,017","Hyundai","Excel","15,837","1","WBXPA93465W480891","A3J 2V5","Black","10/8/2018"
"2025 Ford Escape","2,025","Ford","Escape","21,286","1","1N6AA0CC2DN424888","Q9R 8L9","White","3/20/2019"
"2021 Geo Prizm","2,021","Geo","Prizm","13,883","1","3VW1K7AJXDM223595","T7T 3I6","Silver","7/22/2018"
"2014 Maserati 430","2,014","Maserati","430","20,105","1","WA1GFCFS6FR489302","J0J 9A4","Gray","7/2/2020"
"2021 Chevrolet G-Series 1500","2,021","Chevrolet","G-Series 1500","20,410","0","5GADV33107D676798","S9L 0I4","Blue","4/19/2019"
"2006 Acura RL","2,006","Acura","RL","19,740","1","1G6DB1ED8B0562506","S3X 9K1","Black","11/5/2020"
"2022 Mercury Mystique","2,022","Mercury","Mystique","18,052","1","WBANA53505B745072","U6N 6N9","White","10/22/2020"
"2020 BMW M3","2,020","BMW","M3","17,550","1","WBAEU33404P296738","L8J 1C0","Black","8/15/2020"
"2009 Chevrolet Suburban 1500","2,009","Chevrolet","Suburban 1500","11,272","0","WAUKF98E98A709007","R2D 2L2","Black","2/23/2019"
"2014 Buick Riviera","2,014","Buick","Riviera","15,950","1","4USBU53557L649510","B5C 7G8","Red","11/9/2019"
"2010 GMC Savana 1500","2,010","GMC","Savana 1500","13,947","1","1G6AH5S33F0481584","G2X 7G0","Silver","4/13/2019"
"2005 Mercedes-Benz R-Class","2,005","Mercedes-Benz","R-Class","17,226","1","KMHHT6KDXEU971306","V3T 3D2","Black","9/3/2018"
"2017 Buick Century","2,017","Buick","Century","15,845","0","KNADH5A3XB6970502","A4S 3V9","Black","12/29/2018"
"2019 Cadillac Seville","2,019","Cadillac","Seville","22,809","1","WVGEG9BP4CD445561","F6M 4K2","White","7/15/2019"
"2018 Acura Integra","2,018","Acura","Integra","17,359","0","1D7RE3GK6BS623976","Y2Q 2I5","Red","7/21/2019"
"2013 Porsche 944","2,013","Porsche","944","12,446","0","2T1BPRHE4EC974277","R4W 2L1","Gray","2/1/2018"
"2016 GMC Vandura 2500","2,016","GMC","Vandura 2500","12,750","0","1GTC5LF91B8648389","C7K 4K5","Black","9/30/2020"
"2008 Mazda CX-7","2,008","Mazda","CX-7","21,234","1","5N1AR1NB8BC810242","I6H 0U9","Black","2/12/2018"
"2016 Cadillac Seville","2,016","Cadillac","Seville","15,234","0","4A31K2DF4AE456481","F8S 4E2","White","3/18/2018"
"2013 Audi 200","2,013","Audi","200","11,183","1","WBALZ5C52CD398216","A8H 6L5","White","9/9/2018"
"2023 Oldsmobile 88","2,023","Oldsmobile","88","21,589","0","KNDPB3A25C7857484","I4D 7L1","Black","2/5/2019"
"2024 Toyota Sienna","2,024","Toyota","Sienna","13,955","1","1G6KE57Y43U561580","N0J 6E2","Red","5/15/2018"
"2000 Chevrolet Prizm","2,000","Chevrolet","Prizm","22,740","0","SCBEC9ZA6FC695785","Q5S 6Z2","Green","10/15/2019"
"2025 Nissan Xterra","2,025","Nissan","Xterra","21,139","0","WBA3B3C51FF030238","I0I 0H4","White","11/7/2018"
"2005 Kia Optima","2,005","Kia","Optima","11,162","1","SCBZK22E91C442459","K4S 6M4","White","12/7/2019"
"2022 CitroÃ«n SM","2,022","CitroÃ«n","SM","15,095","1","WBALW7C56CC749185","P1K 4B1","Yellow","2/5/2020"
"2002 Kia Rio","2,002","Kia","Rio","10,431","0","1G4GD5ED8BF063080","Q8A 8O0","Black","8/29/2020"
"2024 Nissan Pathfinder","2,024","Nissan","Pathfinder","14,414","1","JN1AZ4EHXAM731967","O8O 2P4","Gray","12/8/2020"
"2025 Volkswagen New Beetle","2,025","Volkswagen","New Beetle","18,141","0","JHMZE2H33CS436139","B3Z 4L2","Blue","10/12/2018"
"2016 Ford Fairlane","2,016","Ford","Fairlane","10,001","1","19UUA8F56EA886005","J9S 4T8","Gray","3/9/2020"
"2024 Honda Odyssey","2,024","Honda","Odyssey","13,671","0","WAUEH78E87A672610","T9E 1J7","Blue","7/12/2019"
"2000 Lincoln Blackwood","2,000","Lincoln","Blackwood","11,623","0","1G6DH5EY9B0899310","G0W 9A1","White","1/14/2018"
"2019 Saab 9000","2,019","Saab","9000","16,734","0","WVWED7AJ8BW379906","H8R 6H0","White","4/5/2018"
"2005 GMC Yukon XL 2500","2,005","GMC","Yukon XL 2500","21,581","1","JN1AV7AR8FM945908","G6M 6Y7","Blue","3/31/2020"
"2009 Audi A4","2,009","Audi","A4","18,679","0","1G6DW67V780719149","C9X 7Y3","White","5/11/2020"
"2017 Pontiac Trans Sport","2,017","Pontiac","Trans Sport","19,988","0","WVGAV7AX6FW105900","Z0V 1S0","Gray","9/29/2019"
"2021 Infiniti Q","2,021","Infiniti","Q","12,040","1","1N6AF0LY9EN864511","E1W 7Z1","Blue","2/15/2020"
"2022 Ford F250","2,022","Ford","F250","22,727","1","WAUBFAFL4CN076551","N1I 8U5","White","1/21/2018"
